Attribute_Name,Mandatory,Num_Domain_ID,Use_Domain_Constraint,Domain_Name,Logical_Type_Name,Entity_Name,PK_Flag,FK_Flag,Sequence,T_Size,T_Precision,T_Scale,Data_Source
IS FULLTIME EMPLOYEE,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_JOB,,,13,3,,,
JOB_CODE,N,269,N,JOB_CODE,VARCHAR,HR_EMP_JOB,,F,15,20,,,
JOB_CODE,Y,269,N,JOB_CODE,VARCHAR,HR_FCT_HEADCOUNT,P,F,12,20,,,
JOB_CODE,N,269,N,JOB_CODE,VARCHAR,HR_EMP_POSITION,,F,8,20,,,
JOB_CODE,Y,269,N,JOB_CODE,VARCHAR,HR_EMP_Job_Code,P,,1,20,,,
JOB_CODE_NEW,Y,269,N,JOB_CODE,VARCHAR,HR_FCT_PROMO,P,F,5,20,,,
JOB_CODE_OLD,Y,269,N,JOB_CODE,VARCHAR,HR_FCT_PROMO,P,F,3,20,,,
JOB_CODE_TITLE,N,270,Y,JOB_CODE_TITLE,VARCHAR,HR_EMP_JOB,,F,17,120,,,
JOB_CODE_TITLE,N,270,Y,JOB_CODE_TITLE,VARCHAR,HR_FCT_HEADCOUNT,,F,13,120,,,
JOB_CODE_TITLE,N,270,Y,JOB_CODE_TITLE,VARCHAR,HR_EMP_POSITION,,F,10,120,,,
JOB_CODE_TITLE,Y,270,Y,JOB_CODE_TITLE,VARCHAR,HR_EMP_Job_Code,P,,2,120,,,
JOB_CODE_TITLE_NEW,N,270,Y,JOB_CODE_TITLE,VARCHAR,HR_FCT_PROMO,,F,8,120,,,
JOB_CODE_TITLE_OLD,N,270,Y,JOB_CODE_TITLE,VARCHAR,HR_FCT_PROMO,,F,7,120,,,
JOB_FUNCTION,N,272,Y,JOB_FUNCTION,VARCHAR,HR_EMP_Job_Code,,,4,20,,,
JOB_GRADE,N,273,N,JOB_GRADE,VARCHAR,HR_EMP_JOB,,F,16,20,,,
JOB_GRADE,Y,273,N,JOB_GRADE,VARCHAR,HR_FCT_HEADCOUNT,P,F,14,20,,,
JOB_GRADE,N,273,N,JOB_GRADE,VARCHAR,HR_EMP_POSITION,,F,9,20,,,
JOB_GRADE,Y,273,N,JOB_GRADE,VARCHAR,HR_EMP_Job_Code,P,,3,20,,,
JOB_GRADE_NEW,Y,273,N,JOB_GRADE,VARCHAR,HR_FCT_PROMO,P,F,6,20,,,
JOB_GRADE_OLD,Y,273,N,JOB_GRADE,VARCHAR,HR_FCT_PROMO,P,F,4,20,,,
JOB_LEVEL,N,274,N,JOB_LEVEL,VARCHAR,HR_EMP_JOB,,F,18,20,,,
JOB_LEVEL,N,274,N,JOB_LEVEL,VARCHAR,HR_FCT_HEADCOUNT,,F,15,20,,,
JOB_LEVEL,N,274,N,JOB_LEVEL,VARCHAR,HR_EMP_POSITION,,F,11,20,,,
JOB_LEVEL,Y,274,N,JOB_LEVEL,VARCHAR,HR_EMP_Job_Code,P,,5,20,,,
JOB_LEVEL_DESCRIPTION,N,276,N,JOB_LEVEL_DESC,VARCHAR,HR_EMP_Job_Code,,,6,120,,,
JOB_LEVEL_NEW,N,274,N,JOB_LEVEL,VARCHAR,HR_FCT_PROMO,,F,10,20,,,
JOB_LEVEL_OLD,N,274,N,JOB_LEVEL,VARCHAR,HR_FCT_PROMO,,F,9,20,,,
JOB_NAME,N,277,Y,JOB_NAME,VARCHAR,HR_EMP_Job_Code,,,8,120,,,
JOB_NAME_DEFAULT,N,277,Y,JOB_NAME,VARCHAR,HR_EMP_Job_Code,,,9,120,,,
JOB_NAME_US,N,277,Y,JOB_NAME,VARCHAR,HR_EMP_Job_Code,,,10,120,,,
LANGUAGE,N,315,Y,KEY_LANGUAGE_ ISO639_1,VARCHAR,HR_EMP_PERSONAL,,,3,2,,,
LANGUAGE,N,315,Y,KEY_LANGUAGE_ ISO639_1,VARCHAR,HR_EMP_PERSONAL_HISTORY,,,2,2,,,
LAST DATE WORKED ,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT,,,4,8,,,
leased_owned,N,691,Y,Unknown,unknown,instrument,,,3,,,,
LEGACY_POSITION_ID,N,367,Y,POSITION_CODE,VARCHAR,HR_EMP_POSITION,,,2,20,,,
Location,N,691,Y,Unknown,unknown,Work_Location,,,1,,,,
MANAGER_ID,Y,341,Y,NO_EMPLOYEE,VARCHAR,HR_EMP_MGR_HISTORY,P,F,2,20,,,
MANAGER_ID,Y,341,Y,NO_EMPLOYEE,VARCHAR,HR_EMP_MGR,P,,2,20,,,
Name,N,691,Y,Unknown,unknown,Employee,,,1,,,,
name_account,N,331,Y,NAME_80,VARCHAR,HR_EMP,,,9,80,,,
NAME_BU,N,345,N,ORG_BU_NAME,VARCHAR,HR_FO_BUSINESS_UNIT,,,4,40,,,
NAME_COMPANY,Y,348,N,ORG_CMPY_NAME,VARCHAR,HR_FO_COMPANY,,,3,40,,,
NAME_DEPT,N,355,N,ORG_DPT_NAME,VARCHAR,HR_FO_DEPARTMENT,,,5,40,,,
NAME_DIV,N,351,Y,ORG_DIV_NAME,VARCHAR,HR_FO_DIVISION,,,5,40,,,
name_family,N,334,N,NAME_LAST,VARCHAR,HR_EMP,,,4,80,,,
name_family,N,334,N,NAME_LAST,VARCHAR,HR_EMP_PERSONAL,,,5,80,,,
name_family,N,334,N,NAME_LAST,VARCHAR,HR_EMP_PERSONAL_HISTORY,,,4,80,,,
name_family_preferred,N,334,N,NAME_LAST,VARCHAR,HR_EMP,,,7,80,,,
name_family_preferred,N,334,N,NAME_LAST,VARCHAR,HR_EMP_PERSONAL,,,8,80,,,
name_family_preferred,N,334,N,NAME_LAST,VARCHAR,HR_EMP_PERSONAL_HISTORY,,,7,80,,,
name_first,N,331,Y,NAME_80,VARCHAR,Pupil,,,1,80,,,
name_first,N,333,N,NAME_FIRST,VARCHAR,HR_EMP,,,3,40,,,
name_first,N,333,N,NAME_FIRST,VARCHAR,HR_EMP_PERSONAL,,,4,40,,,
name_first,N,691,N,,VARCHAR,HR_EMP_PERSONAL_HISTORY,,,3,,,,
name_first_preferred,N,333,N,NAME_FIRST,VARCHAR,HR_EMP,,,6,40,,,
name_first_preferred,N,333,N,NAME_FIRST,VARCHAR,HR_EMP_PERSONAL,,,7,40,,,
name_first_preferred,N,691,N,,VARCHAR,HR_EMP_PERSONAL_HISTORY,,,6,,,,
name_mi,N,335,N,NAME_MI,VARCHAR,HR_EMP,,,5,1,,,
name_mi,N,335,N,NAME_MI,VARCHAR,HR_EMP_PERSONAL,,,6,1,,,
name_mi,N,691,N,,VARCHAR,HR_EMP_PERSONAL_HISTORY,,,5,,,,
OFFICE_DESCRIPTION,N,48,Y,DESC_120,VARCHAR,HR_OFFICE_LOCATION,,,3,120,,,
OFFICE_NAME,N,363,Y,ORG_OFFICE_NAME,VARCHAR,HR_OFFICE_LOCATION,,,2,40,,,
OFFICE CODE,Y,362,Y,ORG_OFFICE_CODE,VARCHAR,HR_OFFICE_LOCATION,P,,1,40,,,
OFFICE CODE,N,362,Y,ORG_OFFICE_CODE,VARCHAR,HR_EMP_JOB,,F,7,40,,,
ORIGINAL START DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT,,,5,8,,,
PAYROLL END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT,,,7,8,,,
Position,N,691,Y,Unknown,unknown,Job,,,1,,,,
POSITION_CODE,N,367,Y,POSITION_CODE,VARCHAR,HR_EMP_JOB,,F,11,20,,,
POSITION_CODE,Y,367,Y,POSITION_CODE,VARCHAR,HR_EMP_POSITION,P,,1,20,,,
REASON_STATUS,N,683,N,TAG_ACTIVE_YN,VARCHAR,HR_EMP_EVENT_REASON,,,4,1,,,
REGRET TERMINATION,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT,,,14,3,,,
REGULAR_TEMPORARY,N,278,N,JOB_REG_TEMP,VARCHAR,HR_EMP_POSITION,,,3,1,,,
REGULAR TEMP,N,684,N,TAG_STATUS_01,VARCHAR,HR_EMP_JOB,,,12,3,,,
SALARY END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT,,,6,8,,,
salutation,N,366,Y,PERSON_SALUTATION,VARCHAR,HR_EMP,,,11,5,,,
salutation,N,366,Y,PERSON_SALUTATION,VARCHAR,HR_EMP_PERSONAL,,,10,5,,,
salutation,N,366,Y,PERSON_SALUTATION,VARCHAR,HR_EMP_PERSONAL_HISTORY,,,9,5,,,
SERVICE DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT,,,8,8,,,
STANDARD_HOURS,N,279,N,JOB_STARNDARD_HOURS,VARCHAR,HR_EMP_Job_Code,,,11,2,,,
STANDARD_HRS,N,279,N,JOB_STARNDARD_HOURS,VARCHAR,HR_EMP_POSITION,,,5,2,,,
START DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT,,,9,8,,,
State,N,691,Y,Unknown,unknown,Geo_Reference_Data,,,2,,,,
STATUS_DESCRIPTION,N,48,Y,DESC_120,VARCHAR,HR_EMP_STATUS,,,2,120,,,
STOCK END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT,,,10,8,,,
street ,N,691,Y,Unknown,unknown,rehearsal_location,,,2,,,,
talend scale,N,691,Y,Unknown,unknown,Pupil,,,2,,,,
TARGET_FTE,N,271,N,JOB_FTE,VARCHAR,HR_EMP_POSITION,,,4,1,,,
TERRITORY_ID,N,339,Y,NO_CHAR20,VARCHAR,HR_FO_COUNTRY,,,6,20,,,
TIME_TO_BE_PROMOTED,Y,693,Y,VALUE_3,Integer,HR_FCT_PROMO,P,,15,3,,,
type,N,691,Y,Unknown,unknown,instrument,,,1,,,,
user_id,N,342,Y,NO_USER,VARCHAR,HR_EMP,,,2,40,,,
USER ID,N,342,Y,NO_USER,VARCHAR,HR_EMP_EMPLOYMENT,,,2,40,,,
VACANT_IND,N,692,N,VACANT_IND,VARCHAR,HR_EMP_POSITION,,,6,5,,,
valid_from,Y,297,N,KEY_DATE_YYYYMMDD,Date,CITD_DATE,,,21,8,,,
valid_to,N,297,N,KEY_DATE_YYYYMMDD,Date,CITD_DATE,,,22,8,,,
VOLUME_HC,Y,694,Y,VALUE_9,Integer,HR_FCT_HEADCOUNT,,,20,9,,,
VOLUME_IN,Y,694,Y,VALUE_9,Integer,HR_FCT_IN_OUT,,,10,9,,,
VOLUME_OUT,Y,694,Y,VALUE_9,Integer,HR_FCT_IN_OUT,,,11,9,,,
VOLUME_PROMO,Y,694,Y,VALUE_9,Integer,HR_FCT_PROMO,,,16,9,,,
HOST_MANAGER,N,341,Y,NO_EMPLOYEE,VARCHAR,HR_EMP_JOB_HISTORY,,,2,20,,,
CMPY_CD,N,347,Y,ORG_CMPY_ID,VARCHAR,HR_EMP_JOB_HISTORY,,,3,10,,,
BU_CD,N,344,Y,ORG_BU_ID,VARCHAR,HR_EMP_JOB_HISTORY,,,4,10,,,
BU_CD1,N,344,Y,ORG_BU_ID,VARCHAR,HR_EMP_JOB_HISTORY,,,5,10,,,
DEPT_CD,N,354,Y,ORG_DPT_ID,VARCHAR,HR_EMP_JOB_HISTORY,,,6,10,,,
OFFICE CODE,N,362,Y,ORG_OFFICE_CODE,VARCHAR,HR_EMP_JOB_HISTORY,,,7,40,,,
EMP_CLASS_CD,N,339,Y,NO_CHAR20,VARCHAR,HR_EMP_JOB_HISTORY,,,8,20,,,
EMP_STATUS,N,680,Y,STATUS_EMP,VARCHAR,HR_EMP_JOB_HISTORY,,,9,20,,,
EVENT_CD,N,243,N,EVENT_ID,VARCHAR,HR_EMP_JOB_HISTORY,,,10,20,,,
POSITION_CODE,N,339,Y,NO_CHAR20,VARCHAR,HR_EMP_JOB_HISTORY,,,11,20,,,
REGULAR TEMP,N,684,N,TAG_STATUS_01,VARCHAR,HR_EMP_JOB_HISTORY,,,12,3,,,
IS FULLTIME EMPLOYEE,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_JOB_HISTORY,,,13,3,,,
FTE,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_JOB_HISTORY,,,14,3,,,
JOB_CODE,N,275,N,JOB_LEVEL_CODE,VARCHAR,HR_EMP_JOB_HISTORY,,,15,20,,,
JOB_GRADE,N,273,N,JOB_GRADE,VARCHAR,HR_EMP_JOB_HISTORY,,,16,20,,,
JOB_CODE_TITLE,N,270,Y,JOB_CODE_TITLE,VARCHAR,HR_EMP_JOB_HISTORY,,,17,120,,,
JOB_LEVEL,N,274,N,JOB_LEVEL,VARCHAR,HR_EMP_JOB_HISTORY,,,18,20,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_JOB_HISTORY,,,19,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_JOB_HISTORY,,,20,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_JOB_HISTORY,,,21,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_JOB_HISTORY,,,22,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_JOB_HISTORY,,,23,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_JOB_HISTORY,,,24,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_JOB_HISTORY,,,25,1,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_MGR_HISTORY,,,3,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_MGR_HISTORY,,,4,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_MGR_HISTORY,,,5,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_MGR_HISTORY,,,6,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_MGR_HISTORY,,,7,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_MGR_HISTORY,,,8,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_MGR_HISTORY,,,9,1,,,
USER ID,N,342,Y,NO_USER,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,2,40,,,
EMP_TYPE_CD,N,690,Y,TYPE_EMP,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,3,20,,,
LAST DATE WORKED ,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,4,8,,,
ORIGINAL START DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,5,8,,,
SALARY END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,6,8,,,
PAYROLL END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,7,8,,,
SERVICE DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,8,8,,,
START DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,9,8,,,
STOCK END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,10,8,,,
HIRING NOT COMPLETED ,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,11,3,,,
IS CONTINGENT WORKER,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,12,3,,,
IS EC RECORD,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,13,3,,,
REGRET TERMINATION,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,14,3,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_EMPLOYMENT_HISTORY,,,15,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,16,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_EMPLOYMENT_HISTORY,,,17,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,18,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,19,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,20,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,21,1,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_ADDR_WORK_HISTORY,,,3,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_ADDR_WORK_HISTORY,,,4,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_ADDR_WORK_HISTORY,,,5,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_ADDR_WORK_HISTORY,,,6,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_ADDR_WORK_HISTORY,,,7,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_ADDR_WORK_HISTORY,,,8,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_ADDR_WORK_HISTORY,,,9,1,,,
user_id,N,342,Y,NO_USER,VARCHAR,HR_EMP_HISTORY,,,2,40,,,
name_first,N,333,N,NAME_FIRST,VARCHAR,HR_EMP_HISTORY,,,3,40,,,
name_family,N,334,N,NAME_LAST,VARCHAR,HR_EMP_HISTORY,,,4,80,,,
name_mi,N,335,N,NAME_MI,VARCHAR,HR_EMP_HISTORY,,,5,1,,,
name_first_preferred,N,333,N,NAME_FIRST,VARCHAR,HR_EMP_HISTORY,,,6,40,,,
name_family_preferred,N,334,N,NAME_LAST,VARCHAR,HR_EMP_HISTORY,,,7,80,,,
e_mail,N,33,Y,COMM_EMAIL,VARCHAR,HR_EMP_HISTORY,,,8,50,,,
name_account,N,331,Y,NAME_80,VARCHAR,HR_EMP_HISTORY,,,9,80,,,
GENDER_CODE,N,364,Y,PERSON_GENDER,VARCHAR,HR_EMP_HISTORY,,,10,10,,,
salutation,N,366,Y,PERSON_SALUTATION,VARCHAR,HR_EMP_HISTORY,,,11,5,,,
Honorification,N,365,Y,PERSON_HONORIFICATION,VARCHAR,HR_EMP_HISTORY,,,12,10,,,
dt_hired,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,13,8,,,
dt_started,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,14,8,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_HISTORY,,,15,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_HISTORY,,,16,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_HISTORY,,,17,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_HISTORY,,,18,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,19,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,20,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_HISTORY,,,21,1,,,
